Lyric,Idiom,Number_of_words
Been through a lot this last year. Like everything I love is slipping away. And every time I come home. Somebody it isn't there. I got to get it together. I got to do things for myself. I've giving everything. Plus you take some from me. I need some room to breath. Come on come on. You know this isn't what we planned on. Come on come on. Tell me will be ok. (will be ok). Let's go back let's go back. To a time where I. Still felt I had a family. This isn't what I remember. Everyone is looking. Out for just themselves. If need be I'll be happy to leave. I see straight through. That smile straight through. That painted face. Don't think I can't tell. Which one of you is against me. Come on come on. You know this isn't what we planned on. Come on come on. Tell me will be ok. (will be ok). Lets go back lets go back. To a time where I. Still felt I had a family. I am the greatest thing that falls. I turn my back and out came the wolves. Pay attention!!!!. Come on come on. You know this isn't what we planned on. Come on come on. Tell me will be ok. (will be ok). Lets go back lets go back. To a time where I. Still felt I had a family. Been through a lot this last year. Like everything I love is slipping away,ENGLISH,250
"Everything around me seems so much different than where I'm from. And at this rate I think that my fate's been sealed. This life's so unpredectible,. we'll go continue to live a life that no one knows.. Where's this gonna go?. Right here right now, this is the beginning of the end,. and I won't sing one single thing till we can get this right.. we're moving on. I'm moving on. Hey mom I wrote you some soft songs,. and tell dad I'm just fine. We had to choose we made our moves,. and now we gotta go, go.. Everything about me seemed so much different when I was young. I couldn't wait to take my place, five years have passed,. good god have I been gone?. So wide that I've never felt more alone in my whole life.. Time's not on my side,. Right here right now, this is the beginning of the end,. and I Won't sing one single thing till we can get this right.. We're moving on. I'm moving on. Hey mom I wrote you some soft songs. and tell dad I'm just fine. We had to choose we made our moves. and now we gotta go, go.. So why does this make me so nervous?. Why does everything go wrong?. So why does this make me so nervous?. Why does everything go wrong?. I'm holding onto a fairytale. We're moving forward but were not there yet. I'm holding onto a fairytale. We're moving forward, we're moving forward. I'm holding onto a fairytale. We're moving forward but were not there yet. I'm holding onto a fairytale. We're moving forward, we're moving forward. Hey mom I wrote you some soft songs. and tell dad I'm just fine. We had to choose we made our moves. and now we gotta go, go.. So why does this make me so nervous?. (you make me so). Why does everything go wrong?. So why does this make me so nervous?. (you make me so). Why does everything go wrong?",ENGLISH,338
Tonight I'm sending you a message. This is the end of an era. The end of second chances. In the face of defeat. I'm winning. Yet you still have so much left to say. Oh they're coming straight for me. Oh they're coming straight for me. Read between the lines. We can't give in this time. Just let me go for now i'll be just fine. Don't ya know don't ya know. Now that I'm back on my own. Tell me how it feels. To watch the walls of your security crumble. I remember you. You took the easy way out. When I gave you something to stand for. I was just another promise you couldn't keep,ENGLISH,117
"I'd never wish any of this on anyone or anything. Aw come on, you gotta try and look at things like me. I never needed anything I got. I never keep anything I have, what do I have?. Mostly things that'll never last. Then I think back. I remember when I first saw the country. I remember sleeping in the van. Said goodbye to friends and family. cause they could never understand. I remember jumping off of cliff tops. I remember playing with no one there. Yeah I knew if I became successful. it wouldn't change who I am cause where I've been. Cause where I've been. They wonder why I hide myself from everyone. from everything, man come on. You wouldn't last a day as me. Everyone loves me for my past. but they always hate me in the present. Why can't you just meet me somewhere in the middle?. It's in the hardest times we grow the most. I remember when I first saw the country. I remember sleeping in the van. Said goodbye to friends and family. cause they could never understand. I remember jumping off of cliff tops. I remember playing with no one there. Yeah I knew if I became successful. it wouldn't change who I am cause where I've been. Cause where I've been. Speeding up, to slow down. Side glances around this crowd all at me. There must be something I can't see, so tell me. Hold me up, help me out. As I circle around what makes me happy. There isn't one place that I can be without leaving. This is my life. I remember when I first saw the country. I remember sleeping in the van. Said goodbye to friends and family. they could never understand. They don't understand. They don't understand. I remember jumping off of cliff tops. I remember playing with no one there. Yeah I knew if I became successful. it wouldn't change who I am. I remember the coast of California. I remember trucks stops cross the land. Never kept too many idols. cause we were busy being them. I remember waking up in Georgia. I remember quitting my last job. Yeah I knew if I became successful. it wouldn't change who I was, where I've been. Cause where I've been",ENGLISH,384
"You've got secrets, oh yeah. And I've got a weakness for them. No this ain't the time or place. to show your face. Cause you know that I can't stand. The need to get even. Tonight. When everything ya say won't come out right. So I'll try to save some face, and take my space. Till the times right, cause we'll need it. So I surrender, I can't forget her. Will you remember? The truth. Cause they won't even want me to. Wish you would read this, oh yeah. And knew that I mean it. I did. Yeah I could fill every page. with all my ways. That I tried to understand. Wished things could be different. Alright. Well it ain't for the lack of how I tried. So let's go our separate ways,. and count the days. As we get by. Cause we'll get by. So I surrender, I can't forget her. Will you remember? The truth. Cause they won't even want me to. So I surrender, I can't forget her. Will you remember? The truth. This'll drag on and on and on. Where I'm the only one who's wrong. It's always something, it's always something. With me and you. [x2]. So I surrender. So I surrender. So I surrender, I can't forget her. Will you remember? The truth. Cause they won't even want me to. They won't even want me to (I, I surrender). They won't even want me to (I, I surrender). (I, I surrender). So I surrender",ENGLISH,251
"As I look round this make shift moving house. I'm searching for whatever's left of me. It's on the ground in a box thas reads lost and found. It's lost and found. She said, just let it go. She said, its all you've ever known. I'm already gone. I'm already somethin to someone that I don't know. When will I Know?. I'm out makin rounds every side of town. That I've been through, that I know. To find my reason to come back home. I've worked it out you'll always bring me down. From here on out I'm doing things for me. I'm impatient now. I'm not the type for life alone, I need someone. She said, just let it go. She said, its all you've ever known. I'm already gone. I'm already somethin to someone that I don't know. When will I Know?. I'm out makin rounds every side of town. That I've been through, that I know. To find my reason to come back home. With everything that sets me back. I push back harder to clear the way. There's not a thing that I regret. Can't live my life in yesterday. Live in yesterday. I'm already gone. I'm already somethin to someone that I don't know. When will I Know?. I'm out makin rounds every side of town. That I've been through, that I know. To find my reason to come back home",ENGLISH,236
"Don't blink, they won't even miss you at all,. And don't think that I'll always be gone,. You know I've got you like a puppet in the palm of my hand,. Don't you let me down!. So run like hell,. Sleep with one eye open,. I can't forgive, or forget you,. we'll tell everyone the damage done.. Deep down you can't stop me,. You can't stop me now.. I'll be there just to watch you fall,. So don't push me, I've got nothing to lose.. Don't blink, they won't even miss you at all,. And don't think that I'll always be gone,. You know I've got you like a puppet in the palm of my hand,. Don't you let me down.. Oops there I go again.,. I made it so damn hard to come back from the mess that you're in.. I need you to know, I told you so.. You're a snake and I'm cautious.. Just use your head.. I'll be there just to watch you fall,. so don't push me, I've got nothing to lose.. Don't blink, they wont even miss you at all,. And don't think that I'll always be gone,. You know I've got you like a puppet in the palm of my hand,. Don't you let me down.. Come on. Oooooh. Everybody's out to get me.. Any moment could be my last.. This is me you can take it or leave.. Right or wrong I will stand on my own two feet.. Just breathe.. Just breathe.. Don't blink, they wont even miss you at all,. And don't think that I'll always be gone,. You know I've got you like a puppet in the palm of my hand,. Don't you let me down.. Don't blink, they won't even miss you at all,. And don't think that I'll always be gone,. You know I've got you like a puppet in the palm of my hand.. Don't you let me down.. Oh!. by Dennys Andrade",ENGLISH,327
"Let's go!. In the beginning I was up front. Nothing to think about, you’d always hear me out. We made a pact and never gave up. When everything would change, we always stayed the same. But something went wrong along the way. You come around and there’s nothing left to say. It's like we’re strangers anyway, what more could you ask of me. It’s been a long time coming. But everyone's gonna hear me now. If I leave, bet you’ll wish I’d stayed. Make you regret all the things you said to me. You know that time can’t help us now,. If I leave this, if I leave this way.. I’ve always been a man of action,. Never let anything keep a hold of me. Can always tell when something's missing,. Like I know everything except for you and me. I can’t make you want to stay,. God knows I tried but this broke under our weight. I still gave it everything,. I guess I never catch my break. It’s been a long time coming. But everyone's gonna hear me now. If I leave, bet you’ll wish I’d stayed. Make you regret all the things you said to me. You know that time can’t help us now,. You know that time can’t help us now,. If I leave I'll still move away,. And try to right all the wrongs we’ve ever made. Won't let your problems weigh me down. If I leave this, if I leave this way.. I never thought you’d be the last one standing. I never thought that we would come this far. You’ll always be there looking over my shoulder. I've come to terms with exactly what we are. I never thought you’d be the last one standing. I never thought that we would come this far. You’ll always be there looking over my shoulder. I've come to terms with exactly what we are. If I leave, bet you’ll wish I’d stayed. Make you regret all the things you said to me. You know that time can’t help us now,. You know that time can’t help us now,. If I leave I'll still move away,. And try to right all the wrongs we’ve ever made. Won't let your problems weigh me down. If I leave this, if I leave this way.. I never thought you’d be the last one standing. I never thought that we would come this far. You’ll always be there looking over my shoulder. If I leave this, if I leave this way. #BringADTRtoBRAZIL",ENGLISH,421
"Hey darling, I hope you're good tonight. And I know you don't feel right when I'm leaving. Yeah, I want it, but no, I don't need it. Tell me something sweet to get me by. Cause I can't come back home 'til they're singin'. La, la la la, la la la. 'Til everyone is singin'. If you can wait 'til I get home. Then I swear to you that we can make this last. If you can wait 'til I get home. Then I swear come tomorrow, this will all be in our past. It might be for the best. Hey sweetie, I need you here tonight. And I know that you don't wanna be leaving. Yeah, you want it but I can't help it. I just feel complete when you're by my side. But I know you can't come home 'til they're singin'. La, la la la, la la la. 'Til everyone is singin'. La, la la la, la la la. If you can wait 'til I get home. Then I swear to you that we can make this last. If you can wait 'til I get home. Then I swear come tomorrow, this will all be in our past. It might be for the best. You know you can't give me what I need. And even though you mean so much to me. I can wait through everything. Is this really happening?. I swear I'll never be happy again. And don't you dare say we can just be friends. I'm not some boy that you can sway. We knew it'd happen eventually. La, la la la, la la la. Now everybody's singin'. La, la la la, la la la. Now everybody's singin'. (If you can wait 'til I get home). La, la la la, la la la. Now everybody's singin'. (Then I swear we can make this last). La, la la la, la la la. Now everybody's singin'. If you can wait 'til I get home. Then I swear we can make this last",ENGLISH,336
"Something’s wrong and it’s not me for once, and I know you’ll call me crazy…. but I hate the way you look straight through me.. What have I don’t that’s so wrong?. Remember me when I’m so far from your reach,. and then you’ll know you had your chance.. Take one more glance, and that’s the end of our romance.. You’ve turned your back on me for the last time.. Remember when we use to be friends?. Nothing could ever go wrong, or so we thought,. but I guess you’ve changed a lot since we were young.. Times will change, and there’s nothing I can say to right all of your wrongs.. Just grow up, and pray we’ll keep in touch.. You’ve turned your back on me for the last time.. I still dream of the day that I watched you choke.. They’ll act like I’m so crazy when they find you dead on my floor.. Right now.. I’d say something went wrong in our lives, and I pray that god saves us before we die.. He’s everything that you could never be.. Right now.. I’d say something went wrong in our lives, and I pray that god saves us before we die.. Slowly die.",ENGLISH,205
"December ain't cold at all this year in Florida.. But I'm still chilled to the bone.. The mind plays tricks this time of year in Florida.. It's not the time to be alone.. I feel the less you love the less you feel alive.. I feel to understand it starts from the inside.. And I feel that patience is a lesson learned in time.. To be good with your own life's to be good with mine.. Time stands still this time of year in Florida.. The only time I feel at home.. The neighborhood kids run down the road in Florida.. It's got me scared I missed the boat.. I feel the less you love the less you feel alive.. I feel to understand it starts from the inside.. And I feel that patience is a lesson learned in time.. To be good with your own life's to be good with mine.. I always knew that I would leave,. but I didn't think it'd change a part of me.. Can't get back to who I was back then.. Feels wrong to shut that out.. Seems wrong to pretend.. I feel the less you love the less you feel alive.. I feel to understand it starts from the inside.. And I feel that patience is a lesson learned in time.. To be good with your own life's to be good with mine.",ENGLISH,231
(I trusted you..). Wake up. I've been... watching you..,ENGLISH,9
"Here we go again, another night of being bummed. I keep to myself, avoid society. And cancel plans with everyone. I know cause its just how it always ends. Our bond will break cause you can't relate. To anyone, to anything at all. You brought your worst and I'm right here. Now I've seen it all, and it's never been so clear. You're not the person that I knew back then. It's all too late to set things straight cause. everything has been. You're not the person that I knew back then. Lets try and act like this didn't happen. Follow your friends like you ever had them. You still know me. Still not cut out for this sort of thing. Never want to be, caught in between. I need constant reminders of everything. So what! It's who I am, but I think I played it off so well. I just hold it in. no matter how I've been, so nobody, nobody can tell. You brought your worst and I'm right here. Now I've seen it all, and it's never been so clear. You're not the person that I knew back then. It's all too late to set things straight cause. everything has been. You're not the person that I knew back then. Lets try and act like this didn't happen. Follow your friends like you ever had them. I won't sleep till the break of dawn. (Break of dawn!). I cant let our problems find me here. So everybody come on!. You brought your worst and I'm right here. Now I've seen it all, and it's never been so clear. You're not the person that I knew back then. It's all too late to set things straight cause. everything has been. You're not the person that I knew back then. Lets try and act like this didn't happen. Follow your friends like you ever had them. You're not the person that I knew back then. It's all too late to set things straight cause. everything has been. You're not the person that I knew back then. Lets try and act like this didn't happen. Follow your friends like you ever had them",ENGLISH,363
"Burn me alive. If you feel that's justified. I need more than faith, to see you on the other side. Can you hear me? The lowly one. Do you fear me? You righteous ones. Bow down to whole earth's creation. Every man of every nation. Who's right and wrong at times like these?. Burn me alive. If you feel that's justified. I need more than faith, to see you on the other side. Can you hear me? The lowly one. Do you fear me? You righteous ones. I believe in a life before death. That happiness and virtue coexist. And if you only believe to hedge the bet. You're gonna pay your debt!. Burn me alive. If you feel that's justified. I need more than faith, to see you on the other side. The lowly ones, need more than this. To see you on the other side, the other side. Burn me alive. Feel nothing, leave nothing, learn nothing. Then be on your way, be on your way. Do you fear me? You righteous ones. Can you hear me? The lowly one, the lowly ones",ENGLISH,185
"They noticed the ways you changed. over the years,but we all stayed the same. look back through the past. but we all knew that you wouldn't last. You see yourself in the puddles left from the rain. but all we remember is your stain. Just live your life, live it for yourself and be happy. So your wrong, in the ways you wanted to be. the only one who matters is you. Now watch you slip away. to the ledge you've chosen finally. you picked your role now play your part. but what you didn't know this plays a tragedy. You see yourself in the puddles left from the rain. but all we remember is your stain. just live your life, live it for yourself and be happy. So your wrong, in the ways you wanted to be. the only one who matters is you. What you waiting for. I bet you didn't know where we was coming from. What you waiting for. I bet you didn't know where we was coming from. What you waiting for. I bet you didn't know where we was coming from. Cause it breaks,my heart. Cause it breaks my heart. Cause it breaks my heart. Cause it breaks. just live your life, live it for yourself and be happy. So your wrong, in the ways you wanted to be. the only one who matters is. What you waiting for. I bet you didn't know where we was coming from. What you waiting for. I bet you didn't know where we was coming from. What you waiting for. I bet you didn't know where we was coming from",ENGLISH,273
"When the curtain falls it rolls, unwraps, reminds me. The person that I am. I'm still afraid, ashamed, of what's behind me. But you gave me the strength to stand. Sh-sh-sh-shake it off go get the things you want. I'll bottle the shame (bottle the shame). Just sh-sh-shake it off, and no one will ever know. (won't know). I'm a slave to all these voices in my head. And I'm afraid, I'm afraid of what they've said. I'm a slave. Sometimes when no one's left to listen. I'll sit and argue with myself. Say all the things I wish to tell you,. without hurting someone else. Sh-sh-sh-shake it off go get the things you want. I'll bottle the shame (bottle the shame). Just sh-sh-shake it off, and no one will ever know. (won't know). I'm a slave to all these voices in my head. And I'm afraid, I'm afraid of what they've said. I'm a slave to all these voices in my head. And I'm afraid they'll walk with me until my end. Hey you, when'd ya get so cold?. (When'd ya get so cold?). Hey you, just do what you're told, do what you're told. Hey you, you're gonna be a star. As long as you'll let us. we'll make you the person that you aren't. I'm a slave to all these voices in my head. And I'm afraid, I'm afraid of what they've said. I'm a slave (I'm a slave) to all these voices in my head. And I'm afraid (I'm afraid) they'll walk with me until my end. Sh-sh-sh-shake it off go get the things you want. I'll bottle the shame (bottle the shame)",ENGLISH,277
"Life lessons learned the hard way. Four people waited in a random white unmarked van. Parked outside your hotel high rise garage. To use a tire iron to break the bones inside your legs. Too bad you never came outside, that's all right. 'Cause in the end you'll get wrecked. Yeah, in the end, you'll get wrecked. I heard a little girl killed herself today. that blood's on your hands. It's on your hands, when everyone knows your face. nothing's safe. You'll live your life as a fucking target. You've earned my disgust. You've earned my disgust",ENGLISH,97
"It's Monday morning. And I would kill for a chance to drive. Get so far away from here with you my dear. That I'll never leave your side. Nobody knows the troubles I've seen. In a van, on a soapbox for the world to see. Miles away, and I wish this didn't mean so much to me. To be a monument for the rest of them. Miles away, and I wish this didn't mean so much to me. To be a monument for the rest of them. We're getting older. I've started to fear for my life. is this the way that it should be?. this whole thing's riding on me. it's been a long road so far. with nowhere to turn. There's no looking back from here. no more dwelling on my fears. Miles away, and I wish this didn't mean so much to me. To be a monument for the rest of them. Miles away, and I wish this didn't mean so much to me. To be a monument for the rest of them. Twenty bucks says you'll remember me. When you see me on your TV screen. It may be the first time. But it won't be the last time. [x3]. And I'll scream. so loud that everyone in this place. Will hear every word I say. 'cause this is my time, this is my time to shine. let nothing stand in our way. [x2]. Twenty bucks says you'll remember me. When you see me on your TV screen. It may be the first time. But it won't be the last time",ENGLISH,265
"Wake up!!!!. Oh how the times have changed. You're not the person I knew back then. Let's get this straight. This is a calling. When will they stop falling for this?. You lack all inspiration. We're not the same. I'll do whatever it takes. To get it through to you. Will call this a day. We're not the same. You're not with us. Stay in your place. It's like speaking in tongues to all of you now. When will we ever (when will we ever). Get what we deserve?. How long until the tables turn?. When will we ever (when will we ever). Get what we deserve?. I've created a monster. You bring out a side of me that no one should see. So quit stalling, pack your bags. Keep walking away. Your life leads to destruction. We're not the same. I've struggled too long to sit back. And let you take this from me. We're not the same. I have given everything. It's like speaking in tongues to all of you now. When will we ever (when will we ever). Get what we deserve?. How long until the tables turn?. When will we ever (when will we ever). Get what we deserve?. Disrespect your surroundings. You won't make it out alive [x4]. It's like speaking in tongues to all of you now. When will we ever (when will we ever). Get what we deserve?. How long until the tables turn?. When will we ever (when will we ever). Get what we deserve?. When will we ever get what we deserve? [x2]",ENGLISH,262
"Somebody give a sign, that everything's going as. planned.. And that everything falls away,. into the darkness of this shallow place.. The detail is striking.. The room's cold and foggy.. You'll kick and you'll scream, you'll try everything. to survive.. But you should know your fate by now.. They told me, how I should be.. BUT I BROKE THE MOLD SOMEHOW !. Too vague, Too vague, you can't try to resolve the past. right now.. But I swear I'll be the one,. To let the world know what you've done to me. You, you know you gotta' search yourself. leave what you need for now.. It's not the time or place you're searching for.. All I can give is my worst of intentions.. You're nothing to me, you don't like what you see. but your life's a lie.. There's no where left to hide.. They told me, how I should be.. BUT I BROKE THE MOLD SOMEHOW !. Too vague, Too vague, you can't try to resolve the past. right now.. But I swear I'll be the one,. To let the world know what you've done to me. Too vague, Too vague, you can't try to resolve the past. right now.. But I swear I'll be the one,. To let the world know what you've done to me. Watch your back, you'll lose yourself.. This is a battleground!. When will they know?. Your life's a lie.... Too vague, Too vague, you can't try to resolve the past. right now.. But I swear I'll be the one,. the one to remember what you've done. (somebody give me a sign!). Too vague, Too vague, you can't try to resolve the past. right now.. But I swear I'll be the one,. the one to remember what you've done.. to me.. They told me, how I should be.. BUT I BROKE THE MOLD SOMEHOW !. . - Yuri Bruns",ENGLISH,315
What I hate about getting older. Where's my naivety?. Wonder when I'm gonna get taller. Where's my naivety?. Thinkin back when we were younger. All of the things we believed that we could do. Don't wanna live by fear of failure. Where's my naivety?. Somehow lost along the way. This is me. Honestly. I've got no apologies. I'm done chasing things that don't belong to me. This is real. It's how I feel. With one shoulder on the wheel. What I'm searchin for grows further out of reach. What I hate about getting older. Where's my naivety?. Wonder what it's like not bein sober. Where's my naivety?. Lookin back when we were younger. Every mistake was a chance that we could take. Now I think I'm just gettin colder. Where's my naivety?. It got lost along the way. This is me. Honestly. I've got no apologies. I'm done chasing things that don't belong to me. This is real. It's how I feel. With one shoulder on the wheel. What I'm searchin for grows further out of reach. I swear you won't take me back. I don't care that's all in my past. I'm waitin for what's next. And I won't let it slip away. Get me through another day. This is me. Honestly. I've got no apologies. I'm done chasing things that don't belong to me. This is real. It's how I feel. With one shoulder on the wheel. What I'm searchin for grows further out of reach,ENGLISH,248
"These walls, this house. Wasn't the plan when I built it out. We fell, from great heights. Disgusted looks in my neighbors' eyes. You reflect me in my negative space. Please forgive me for the time you'll waste. If you let me I'll give you a taste. Everyone eventually lets you down. Your heart, my lungs. In unison when I bite my tongue. Escape, at long last. Burn the bridge never looking back. You reflect me in my negative space. Please forgive me for the time you'll waste. If you let me I'll give you a taste. Everyone eventually lets you down. I don't care. I don't care. About what you think. About what you think. I won't hear. I won't hear. Anything you say. Anything you say. You reflect me in my negative space. Please forgive me for the time you'll waste. If you let me I'll give you a taste. Everyone eventually lets you down",ENGLISH,157
"Get up, get out,. This is your wake up call,. We run this town and you can fight us all,. We keep on coming back for more,. And don't think you can hold us down,. We'll tear this building down,. Try to be careful what you say. Give it up, your tact is astounding,. Find your place and leave us with some peace of mind,. You do this every time. So here's to another better year,. we've crossed that thin line,. don't try to hold us here,. If for just this once you'd think of us,. I hope you're happy with yourself,. Get up, get out,. who's gonna break our fall,. When we don't back down, they're gonna seem so small,. We keep em running for the door,. Just when things will come back around,. It's too late for them, they're heading straight for a meltdown,. I'm not a part of your cliché,. Give it up, your tact is astounding,. Find your place and leave us with some peace of mind,. You do this every time. So here's to another better year,. We've crossed that thin line,. don't try to hold us here,. And if for just this once you'd think of us,. I hope you're happy with yourself,. [x2]. Just think about, just think about everything,. Be careful now, be careful what you say,. Run Away. This is the life we show, this is the life I lead,. They can never take this from me. [x2]. So here's to another better year,. We've crossed that thin light don't try to hold us here,. And for just this once you'd think of us,. I hope you're happy with yourself,. [x2]. So here's to another better year,. I hope you're happy with yourself.. alandub;]",ENGLISH,293
"Tell us where you're from. what you want to become. And we'll say if you're OK. Where did you go to school?. Right answer and you're cool, yeah. you're the kid the wholeday. You get a sticker in your face. Information about the case, so you know your potential. Don't you think you can extend. Don't you think you can extend, just comprehend. But I don't wanna hear it, no, it's more than I accept. 'Cause I don't care where I belong no more. What we share or not I will ignore. I will ignore. We will shut you out. We'll put you in doubt if you think that you're special. We'll tell you who you are. Tell you that you're close but no cigar. But, I don't wanna hear it, no, it's more than I accept. 'Cause I don't care where I belong no more. What we share or not I will ignore. And I won't waste my time fitting in. 'Cause I don't think contrast is a sin. What they say is. Go back where you came from. They'll tell you that but I don't wanna hear. No, I don't wanna hear. No, I don't wanna hear it. No, it's more than I accept. 'Cause I don't care where I belong no more. What we share or not I will ignore. And I won't waste my time fitting in. 'Cause I don't think contrast is a sin. No, it's not a sin",ENGLISH,244
"I've never felt so sober. I've never felt the low that I feel tonight. Your words made everything drag on, and on. I finally found her, and when I did I just couldn't make things right. Is this really happening, oh God I think I. just ruined my life. What the fuck am I doing?. I can't tell the difference from wrong and right. I second guess my decisions. 'Cause I haven't been this person in my whole life. I think I need something new here. When I keep longing for what I had. No need for second opinions. I do the best I can to ruin what I have. Come on. Don't think you've got to go in alone here. I've got nothing left to hide. You're dying, just make up your mind. I thought this was what you wanted. Someone who gets everything right. (Gets everything right). I thought this was what you wanted. Someone to put you first in their life. Cause we're running out of time. Something just from the new year. (Hey, Hey, Hey). It's a moment that's not as bad. It's what's a part of my vision. The optimistic me, so we can make this last but no. You ruined my favorite records. By singing them then I think of you. I just hope you remember. All of the guilt inside, and I believed in you for once. Don't think you've got to go in alone here. I've got nothing left to hide. Your time, just make up your mind. I thought this was what you wanted. Someone who gets everything right. (Gets everything right). I thought this was what you wanted. Someone to put you first in their life. Cause we're running out of time. Just know that it kills me. When I hear anything to do with you. You will see, oh believe me. I need to be right where you are. And know that I'm leaving, leaving. And you won't hear for a year from now. And this kills me 'cause now I think that everything. Everything was about you. I thought this was what you wanted. Someone who gets everything right. (Gets everything right). I thought this was what you wanted. Someone to put you first in their life. Cause we're running out of time. Don't think you've got to go in alone here. I've got nothing left to hide. Your time, just make up your mind",ENGLISH,407
I never knew. I never knew that everything was falling through. That everyone I knew was waiting on a queue. To turn and run when all I needed was the truth. But that's how it's got to be. It's coming down to nothing more than apathy. I'd rather run the other way than stay and see. The smoke and who's still standing when it clears. Everyone knows I'm in. Over my head. Over my head. With eight seconds left in overtime. She's on your mind. She's on your mind. Let's rearrange. I wish you were a stranger I could disengage. Just say that we agree and then never change. Soften a bit until we all just get along. But that's disregard. Find another friend and you discard. As you lose the argument in a cable car. Hanging above as the canyon comes between. Everyone knows I'm in. Over my head. Over my head. With eight seconds left in overtime. She's on your mind. She's on your mind. Everyone knows I'm in. Over my head. Over my head. With eight seconds left in overtime. She's on your mind. She's on your mind. And suddenly I become a part of your past. I'm becoming the part that don't last. I'm losing you and its effortless. Without a sound we lose sight of the ground. In the throw around. Never thought that you wanted to bring it down. I won't let it go down till we torch it ourselves. Everyone knows I'm in. Over my head. Over my head. With eight seconds left in overtime. She's on your mind. She's on your mind. Everyone knows. She's on your mind. Everyone knows I'm in. Over my head. Everyone Over my. Everyone Over my. Everyone knows I'm in. Over my head. Over my head. With eight seconds left in overtime. She's on your mind. She's on your mind,ENGLISH,313
"Expect the worst of everyone I meet. Count the clock cause I can't fucking sleep. Soon you'll pay like a heart attack. Call my friends I might not make it back. The doctor says I'm heading for destruction. Somethings gotta give. I'm like a time bomb ticking in your head. Paranoia clouding your judgment. And no matter what you do about it. I'm still in your head. I stop and stare scared of the unknown. Unknown numbers been blowing up my phone. I'm hearing footsteps outside of my house. I'm afraid someones trying to take me out. The doctor says I'm heading for destruction. Can I fucking live. I'm like a time bomb ticking in your head. Paranoia clouding your judgment. And no matter what you do about it. I'm still in your head. I'm still in your head. I'm still in your head. I am your breaking point. You can't run, you can't hide. I'll be there when you close your eyes at night. I'm always watching you. The doctor says I'm heading for destruction. My time is wearing thin. I'm like a time bomb ticking in your head. Paranoia clouding your judgment. And no matter what you do about it. I'm still in your head",ENGLISH,207
"I have come undone. Desperate and out of touch. Fall when I should run. Am I worth a reassemble?. I have come undone. This illness is my crutch. Call out to anyone. Am I worth a reassemble?. I toss turn beneath the waves. A silent victim of the depths. Cast aside I'm scrambling to catch my. I can't find my way out as I'm descending. My path remains unclear as the water overtakes me. Drowning in my despair. I have come undone. Desperate and out of touch. Fall when I should run. Am I worth a reassemble?. I have come undone. This illness is my crutch. Call out to anyone. Am I worth a reassemble?. My thoughts are not my own. No where's safe alone in the tide. I'm not alone and it sinks in. This current's pulling me under. Drowning in my despair. I have come undone. Desperate and out of touch. Fall when I should run. Am I worth a reassemble?. I have come undone. This illness is my crutch. Call out to anyone. Am I worth a reassemble?. The surf's against us. Are we able?. Forgive our faults when they're shameful. Let's be honest with ourselves. Worn and broken, reassembled. Forgive our thoughts when they're shameful. Let's be honest with ourselves. let's be honest with ourselves",ENGLISH,219
"We're coming out swinging!. Started out in the spring of 2003. Never went to school, nobody talked to me. Except to tell me all the things I couldn't do. Don't want to hear about it. Got with my guys packed into all our cars. Hit all the nearest scenes and every local bar. Played a show a night till it'd make me sick. So here I am. I'm right back at it again. Just like I've always said. ""If you're too cool for school. I ain't here to make no friends"". And I'll say hey! (Hey) !. I'm right back at it again. Just like I've always said. ""If you're too cool for school. I ain't here to make no friends"". We left home with no kinda back up plan. And everyone we knew that we couldn't stand. Said if you can't make it here you won't make it there. Don't want to hear about it. Spent most of our time sleeping on hard wood floors. People's living rooms in any open door. We played a show a night till it all made sense. So here I am. I'm right back at it again. Just like I've always said. ""If you're too cool for school. I ain't here to make no friends"". And I'll say hey! (Hey) !. I'm right back at it again. Just like I've always said. ""If you're too cool for school. I ain't here to make no friends"". Don't wanna hear about it. Don't wanna hear about it yet. So here I am. I'm right back at it again. Just like I've always said. ""If you're too cool for school. I ain't here to make no friends"". And I'll say hey!. I'm right back at it again. Just like I've always said. ""If you're too cool for school. I ain't here to make no... "" (Brace for impact!). Don't wanna hear about it. Don't wanna hear about it. Bitch!",ENGLISH,323
"This is the first time. In a long time. That I've felt like. Coming home for the holidays. Everybody's wrote shit about. Why won't anybody hear me out?. My money's low. So instead I'll write you a song. Everyone will know. Everyone will know. So here it goes! (So hear it goes!). Can you hear me?. I write so much. That it makes me sick. That it's all about you. Let's drop everything. And not come back til' next fall. Everyone knows that you've got me. Right where you want me to be. I'm coming home for the bright lights. And the warm nights. Driving around with your friends. In your parents car. We're the ones that made it out. We're the ones they always talk about. My money's low. So instead I'll write you a song. Everyone will know. Everyone will know. So here it goes! (So hear it goes!). Can you hear me?. I write so much. That it makes me sick. That it's all about you. Let's drop everything. And not come back til' next fall. Everyone knows that you've got me. Right where you want me to be. What we've done, this year. It was the best times (it was the worst times). But we built something here. Looking back on what we've done, this year. It was the best times (it was the worst times). But we built something here!. Can you hear me?. I write so much. That it makes me sick. That it's all about you. Let's drop everything. And not come back til' next fall. Everyone knows that you've got me. Right where you want me to be [x2]",ENGLISH,277
