lyrics,song_name
"Ayy, ooh, whoa, yeah, whoa, yeah baby..On the road all the time.And I swear I'm tryna get some time to spare.Tryna show you how much I love you.Tryna show you how much I care.And everybody got they opinions.But they ain't got no money, aye.No wonder why these bitches hating.These niggas be acting funny, aye.On the road all the time.And I swear I'm tryna get some time to spare.Tryna show you how much I love you.Tryna show you how much I care.And everybody got they opinions.But they ain't got no money, aye.No wonder why these bitches hating.They niggas be acting funny, wow..I got most of these niggas all hatin'.Roll six in my Mercedes.And all these niggas off lately.Came up from nothing that’s crazy.ZooGang I swear they saved me.Drove my momma crazy.In the trap house is where they made me.I jugg all day and finesse it.I got Versace all on my neck.Can you jugg with a nigga baby, aye.Whip it good, make it finger lickin' baby.Wish he would try to take it from me.Couple slugs in his liver baby.Never miss, so deliver baby.I’m the best at this shit and she know it.Pop a half 'cet before we go in.ZooGang and they know that we rolling.On the road all the time.And I swear I'm tryna get some time to spare.Tryna show you how much I love you.Tryna show you how much I care.And everybody got they opinions.But they ain't got no money, aye.No wonder why these bitches hating.These niggas be acting funny, aye.On the road all the time.And I swear I'm tryna get some time to spare.Tryna show you how much I love you.Tryna show you how much I care.And everybody got they opinions.But they ain't got no money, aye.No wonder why these bitches hating.They niggas be acting funny, wow..Name another nigga that you know.That could do it like me, aye.I’m the best at this shit and she know it, aye.Name another nigga that you know.That could do it like.Name another nigga that you know.That could do it like me, aye.I’m the best at this shit and she know it, know it, know it, whoa.Name another nigga that you know.That could do it like me, aye.I’m the best at this shit and she know it, aye.Name another nigga that you know.Name another nigga that you know.That could do it like me, aye.I’m the best at this shit and she know it, know it, know it, whoa.Oh, these niggas be talkin' but ain’t who they claim to be.And every time you see me, know I got that thang with me.And every time you see me, know I got ZooGang with me.She came to the club with you, but then she came with me.I love the way you look, love the way you smell.Tell me how you feel, I'm just keeping it real.I just wanna chill, you look good in them heels.Sipping 17, I might let it spill.And shawty know I don't care, we could play Truth or Dare.I might fuck up your hair, don't be acting scared.It's the Zoo year, it's the Zoo year.Monty and Zoovier, Monty and Zoovier..On the road all the time.And I swear I'm tryna get some time to spare.Tryna show you how much I love you.Tryna show you how much I care.And everybody got they opinions.But they ain't got no money, aye.No wonder why these bitches hating.These niggas be acting funny, aye.On the road all the time.And I swear I'm tryna get some time to spare.Tryna show you how much I love you.Tryna show you how much I care.And everybody got they opinions.But they ain't got no money, aye.No wonder why these bitches hating.They niggas be acting funny, wow.Name another nigga that you know that could do it like me.I’m the best at this shit and she know it, ayy.Name another nigga that you know that could do it like.Name another nigga that you know that could do it like me, aye.I’m the best at this shit and she know it, know it, know it, whoa.Name another nigga that you know that could do it like me, aye.I’m the best at this shit and she know it, aye.Name another nigga that you know.Name another nigga that you know that could do it like me, aye.I’m the best at this shit and she know it, know it, know it, whoa",Time
"Yeah, yeah baby..Remy Boyz they know the crew name.Chopper kickin' we call it Liu Kang baby.Pay attention to how we move things.Fuck niggas they screamin' Zoo Gang baby.Remy Boyz they know the crew name.Chopper kickin' we call it Liu Kang baby.Pay attention to how we move things.Fuck niggas they screamin' Zoo Gang baby..Baby take a look at my life.Let's drop the top on my ride baby.Yo nigga ain't hittin' that right.Come roll with me for the night baby.Baby take a look at my life.Let's drop the top on my ride baby.Yo nigga ain't hittin' that right.Come roll with me for the night baby.Started at 22nd I'm from Harlem.Number 1 like I'm D-Rose, I be scorin'.All net with them free throws Chris Paulin'.Old school sittin' on champs, Mike Jordan.Remy Boyz big ZooWap goin' all in.Bad bitch I'm fuckin' her good I give her all dick.All these niggas some pussy cuz they all wet.My boys gettin' that gwap cuz we all flip.My boys pull out big knots cuz we all rich.My boys pull out big Glocks get you all hit.My boys givin' out shots like they all sick.Remy Boyz we popped up they like aww shit.Remy Boyz they know the crew name.Chopper kickin' we call it Liu Kang baby.Pay attention to how we move things.Fuck niggas they screamin' Zoo Gang baby.Remy Boyz they know the crew name.Chopper kickin' we call it Liu Kang baby.Pay attention to how we move things.Fuck niggas they screamin' Zoo Gang baby..We the zoo that's the new game.Pistol on me might get you two bangs.Take a look at how we do things.If you ask me nigga you changed.If she ain't tryna fuck I'm like girl bye.It's the Zoo Gang and we world wide.In the kitchen whip it like a stir fry.In my Lambo I just swerved by.When you see me yeah you know its Monty bae.See my shades yeah you know it's Versace bae.Uh, no worries Zoo Wap got me bae.Uh, Zoo Gang now do you copy bae..Remy Boyz they know the crew name.Chopper kickin' we call it Liu Kang baby.Pay attention to how we move things.Fuck niggas they screamin' Zoo Gang baby.Remy Boyz they know the crew name.Chopper kickin' we call it Liu Kang baby.Pay attention to how we move things.Fuck niggas they screamin' Zoo Gang baby",How We Do Things
"Ayy, yeah baby, yeah baby, ayy ayy..If you think I'm a problem you ain't meet the Zoo yet.I already made it easy, we all buy a coupe stretch.Zoovie baby I'm the leader, hits be coming right, left.Tryna see the Zoo vision, it'll leave you eyeless.If you think that I'm a problem you ain't meet the Zoo yet.I already made it easy, we all buy a coupe stretch.Zoovie baby I'm the leader, hits be coming right, left.Tryna see the Zoo vision, it'll leave you eyeless..They know the ZooGang is on baby.I rep my gang every song baby.And for the Zoo I put on baby.17 we is strong baby.We might be living it wrong baby, ayy.But it feels so good baby.To make it out the hood baby, yeah.And they said that you couldn't, wow.Just look at me now baby, ayy.I pick my head up and smile baby, ayy.My pockets put on some pounds baby, ayy.And I could go round for round baby, ayy.And they be loving my style baby.Oh they just love the Zoo sound, ayy.They love it when the Zoo growl, ayy.When I go up they cannot turn the Zoo down.Think I'm a problem you ain't meet the Zoo yet.I already made it easy, we all buy a coupe stretch.Zoovie baby I'm the leader, hits be coming right, left.Tryna see the Zoo vision, it'll leave you eyeless.If you think that I'm a problem you ain't meet the Zoo yet.I already made it easy, we all buy a coupe stretch.Zoovie baby I'm the leader, hits be coming right, left.Tryna see the Zoo vision, it'll leave you eyeless..If you think that I'm a problem you ain't meet the Zoo yet.Yeah baby, Zoovie's over here baby.Squad of the year baby.The ZooGang is here baby, yeah",1738
"Yeah, baby.Riding through the city, yeah.Gotta get it, yeah.Yeah baby..A couple bands on my left and my right side.I'm just riding through the city, bae.I don't even know if I'm living this life right.But I gotta go and get it, yeah.A couple bands on my left and my right side.I'm just riding through the city, bae.I don't even know if I'm living this life right.But I gotta go and get it, yeah..A couple bands on my left, on my right.I'm throwing bands, we could do it all night.I beat it up like a nigga named Ike.I hit her with a one-two like Mike.Cause your nigga ain't doing it right.You know my jewelry shine bright.My phone ring and I'm coming right now.Beat it up then I lay that ass down.I show off every time I'm with you baby.They say I'm crazy, mix Patron with the Remy.If this your song turn up right now.If this your song turn up right now.A couple bands on my left and my right side.I'm just riding through the city, bae.I don't even know if I'm living this life right.But I gotta go and get it, yeah.A couple bands on my left and my right side.I'm just riding through the city, bae.I don't even know if I'm living this life right.But I gotta go and get it, yeah..A couple bands on my left and my right.I be riding through the city all night.I don't even know if I'm living this right.But I gotta go and get it, yeah..RGF, that's all my niggas know.I swear my niggas all about to blow.We water whip, we all about the blow.Run up on him, then we kick his door.RGF, that's all my niggas know.I swear my boy Mike G out of control.And if I call the crib he'll bring the pole.And if I say the word, he let it go.Spending all my time counting Benjamin Franklins.Interrupt the count, what the fuck is you thinkin'.Hit the bank teller, bring a hunnid in Franklin's.Right before I leave, I salute him and thank him.(Thank you buddy) Thank you buddy.Yeah baby, riding through the city, yeah.Gotta get it, yeah, yeah baby.A couple bands on my left and my right.I be riding through the city all night.I don't even know if I'm living this right.But I gotta go and get it, yeah..A couple bands on my left and my right side.I'm just riding through the city, bae.I don't even know if I'm living this life right.But my niggas gotta get it, yeah.And we gon' spend it, yeah.Try to take it you get hit, yeah.That's how shit roll, squad",Couple Bands
"Squad! 7, 7, 1738.17 baby 1738 yeaaaaaah yeaaaaah..Tryna chill with you, tryna roll my dope.I love the way you smile, I love the way you are.I love the way your pretty eyes so sexy.And anything you wanna know, just ask me.H-Here’s everything you need, girl I got it.But, you ain’t tripping, see them hundreds in your pocket baby.Your pretty brown skin sweeter than a swisher.I’ma lay you down, slow and treat it.I’m rapping for your treasure, ain’t worried ‘bout your exes.I can do it better, your pussy, yeah it’s set.Wet, wet and wetter, wrap your legs around my neck.Til I stop breathing, put that pussy in my face.Remind me why I need it.I’ma have you shaking like you having many seizures.We gon do some crazy things, tell me could you see it?.Tryna have my daughter with you, baby is you with it?.Tr-Tryna have my daughter with you, baby is you with it?.Tr-Tryna have my daughter with you, baby is you with it?.Tr-Tryna have my daughter with you, baby is you with it?.I said it three times so you can know it’s real.And I ain’t ever lacking, I’m always in the field.Of course, I have some hoes.Name a nigga who don’t, a nigga had to wife it.Name a nigga who won’t, you ever have a problem.The chopper on pump.And every time I see you, see you for the first time.And every time we sexing, we always showing off.Say girl you something special, no rationale about you.The only girl I ever love should come from you.And I ain’t rushing girl, we are comfortable.Both of our hair is turning gray, I’m growing old with you.Said I’ll be Cliff and you be Claire Huxtable.Have all these bitches mad they can’t fuck with you, squad.Tryna chill with you, tryna chill with you.Said I’m addicted, yeah I’m addicted.I love the way you are.Said I’m addicted, yeah I’m addicted.Said I’m addicted, I’m addicted.Said I’m addicted to you, ay.Said I’m addicted, yeah I’m addicted.Squad, yeaaaah..Won’t you be my lady?.Baby, you’re my baby.Bae, I’m addicted, girl, I’m addicted to youuuuu baby.Ay, squad.Bang, bang, baaaang bang.Bang, bang, baaaang bang.Bang, bang, said I’m addicted to youuuu",Addicted
"Young Money.Ayy.Uh.Yeah, baby, woah.Ayy..I'ma give you this work, work, baby.You know I'm a flirt, flirt, baby.Hop in this Vert Vert baby.Top down then skrrt, skrrt, baby.What's the move in the streets?.Bad and I only got a thing for you.Stop 'til she know it.Ayy, can I get your number, babe?.Ayy, and I only want her, babe..Ayy, just like a star, babe.Ayy, shot from afar, babe.Ayy, spaceship to Mars, babe.Ayy, if it's mine then it's yours, baby.Ayy, just like a star, babe.Ayy, a shot from afar, baby.Ayy, a spaceship to Mars, babe.Ayy, if it's mine then it's yours, baby.Let me see if you can shake for a little.Girl you so bad, just drop for a little.Make it come back and gon' make it wiggle.Watch them be mad, and girl you's official.Let me see if you can shake for a little.Girl you so bad, just drop for a little.Make it come back and gon' make it wiggle.Watch them be mad, and girl you official, yeah.Throw the confetti, I'm wild petty.Tell your hoes go and drain my spaghetti.And don't gas 'em without Getty.Kitty on jet ski, panties and a wet tee.Give 'em that water ride, this that Six Flags.This that, Chanel Boy Brick Bag.Bitch, I'm bomb, in Balmain.Hedi Slimane, Saint Laurent.Who better than  Nicki? Man, I can't eff'in' tell.Every time I drop, bitches like, ""FML"".Hahaha, you in the game? I own my own game.I only respect them hoes that own they own plane.Young Griselda, slicin' up.I ain't got no competition, so my price is up.I'm the heavyweight champ, Mike Tyson'd up.And I used to be a bitch, but I nicen'ed up..Ayy, just like a star, babe.Ayy, shot from afar, babe.Ayy, spaceship to Mars, babe.Ayy, if it's mine then it's yours, baby.Ayy, just like a star, babe.Ayy, a shot from afar, baby.Ayy, a spaceship to Mars, babe.Ayy, if it's mine then it's yours, baby.Let me see if you can shake for a little.Girl you so bad, just drop for a little.Make it come back and gon' make it wiggle.Watch them be mad, and girl you's official.Ayy, just like a star, babe.Ayy, shot from afar, babe.Ayy, spaceship to Mars, babe.Ayy, if it's mine then it's yours, baby.Ayy, just like a star, babe.Ayy, a shot from afar, baby.Ayy, a spaceship to Mars, babe.Ayy, if it's mine then it's yours, baby.Let me see if you can shake for a little.Girl you so bad, just drop for a little.Make it come back and gon' make it wiggle.Watch them be mad, and girl you's official",Like a Star
"Woo, Woo.Remy Boyz.Check, 1738..I'm like, she got cake for days.Got bands all on the plate.Baby girl, watch what you say.Put that cake in my face.I'm like she got cake though.Cake though, she got cake though.Look how it's moving, I'm swerving.Up in the corners, I'm getting to it.Bands though, I'm throwing bands though.I'm throwing mula.Touch mine, get your top popped.I'm a shooter.Beamer, with the top dropped.I'm a cruiser.Remy Boyz, that is my squad.It's a movement.Rob me? Nigga, haha.You're a loser.Your bitch got a fat ass.I'ma do her.Hulk smash, fuck her brains out.Knock the screws loose.Backwards, rolling backwards.I'm a guru.What I like, I'm Slick Rick.I'm a ruler.Rookie, on this rap shit, I can school you.She got cake for days.Got bands all on the plate.Baby girl, I'd love to stay.Baby girl, watch what you say.I'm like, she got cake for days.Got bands all on the plate.Baby girl, watch what you say.Put that cake in my face.I'm blowing out the candles..Ay, twerk, twerk, twerk some bitch.Work, work, work some bitch.Let me see you get low and move something quick.Let me see you drop with it, do a little dip.And when the booty shorts on, she be looking thick.Ex nigga was lame, kept cumming quick.When I'm in, a track star, I'm gonna run this shit.I said, when I'm in, a track star, I'm gonna run this shit.Bitch, call me ZooWap, I'll be running shit.Bando, guap, all my money bitch.Stop playing, shake something, throwing money quick.Twerk with it, bounce with it, like you on the dick.If you're a big booty ho, start wobbling.If you're a big booty ho, start wobbling.RGF be the squad we be mobbing it.Remy Boyz like....She got cake for days.Got bands all on the plate.Baby girl, I'd love to stay.Baby girl, watch what you say.I'm like, she got cake for days.Got bands all on the plate.Baby girl, watch what you say.Put that cake in my face.I'm blowing out the candles..Happy birthday.Happy birthday cake.Happy birthday cake.Happy birthday.Happy birthday cake.Happy birthday.Happy birthday cake.Happy birthday.I'm like she got cake for days.Happy birthday cake.Happy birthday.Happy birthday cake.Happy birthday.Happy birthday cake.Happy birthday.Happy birthday cake.Happy birthday.Cake team twerk, thunder clap.Lightning bolt in the pussy, that's a thunder cat.And I ain't trying to throw no singles, where them honeys at?.And I don't want no dime bitch, where them hundreds at?..I'm like, she got cake for days.Got bands all on the plate.Baby girl, watch what you say.Put that cake in my face.I'm like she got cake though.Cake though, she got cake though.Look how it's moving, I'm swerving.Up in the corners, I'm getting to it.Bands though, I'm throwing bands though.I'm throwing mula.Touch mine, get your top popped.I'm a shooter.Beamer, with the top dropped.I'm a cruiser.Remy Boyz, that is my squad.It's a movement.Rob me? Nigga, haha.You're a loser.Your bitch got a fat ass.I'ma do her.Hulk smash, fuck her brains out.Knock the screws loose.Backwards, rolling backwards.I'm a guru.What I like, I'm Slick Rick.I'm a ruler.Rookie, on this rap shit, I can school you..Ass so fat, got the whole club rocking.Pimp squad shit, got the whole club popping.Pressed and rolled, got the whole club walking.Shit straight drop, got the whole club popping..She got cake for days.Got bands all on the plate.Baby girl, I'd love to stay.Baby girl, watch what you say.I'm like, she got cake for days.Got bands all on the plate.Baby girl, watch what you say.Put that cake in my face.I'm blowing out the candles..Happy birthday.Happy birthday cake.Happy birthday cake.Happy birthday.Happy birthday cake.Happy birthday.Happy birthday cake.Happy birthday",Cake Team
"1738.Ayy.Yeah bae.Yeah baby..I think I fell in love with the Westside, baby.Stop playin', girl, what it do, baby.I got time to screw with you, baby.I swear I might have seen her out my left eye..Baby girl they hatin' you, baby.'Fore they even knew you, baby.I think I fell in love, your body's crazy, yeah.I know you wanna love, your smile's amazing, yeah.I think I fell in love, your body's crazy, yeah.I know you wanna love, your smile's amazing, yeah..Hit my phone, tell you what you like bae.Ayy and if it's cool, can I spend the night, bae?.Ayy, Kama Sutra, is that what you like bae?.Every detail 'til I get it right, bae.Act 10 down on Mrs. Stuck, bae.Ayy, I beat the right, beat it to the left, bae.Ayy, and when I'm done we should never leave, baby.And plenty girls who want that cake, baby.And damn right I'ma take a damn drink.Ayy, and when you need the love, who is there, bae?.And you need somebody to lean on.You don't wanna smoke green no.Cause I'm puttin' my team on, baby.I'm the nigga you dream of, go ahead get to dream on.Anything you can think of, it appears, baby.King Zoovie here, baby.I think I fell in love with the Westside, baby.Stop playin', girl, what it do, baby.I got time to screw with you, baby.I swear I might have seen her out my left eye.Nigga I saw, what I seen, what I saw.Lipstick thick hips baby was a boss.Dollars in my pocket I rolls for 11.Godfather to this shit, I’m Russell Simmons.In it, authentic, money I spent it.Split it, baby what a pimp clinic.Choose up or be chosen.Rise like yeast, raised on the east.Best side of the west side of the coast.Getting setty Fetty riding in the white Ghost.Riding through Hollywood.Dogg Pound dick ‘em down.Baby said the flavor good.Put it in her now she yellin’ neighborhood.Cuz you know how these hoes flip.My nigga you know how these hoes get.That’s why I stay fly.And keep a bad bitch from the Westside.Left side.I think I fell in love with the Westside, baby.Stop playin', girl, what it do, baby.I got time to screw with you, baby.I swear I might have seen her out my left eye..Baby girl they hatin' you, baby.'Fore they even knew you, baby.I think I fell in love, your body's crazy, yeah.I know you wanna love, your smile's amazing, yeah.I think I fell in love, your body's crazy, yeah.I know you wanna love, your smile's amazing, yeah..Your smile's amazing, yeah.Your smile's amazing, yeah",Westside
"If I call would you ride, baby?.Need you right by my side, baby.Show 'em how to ride or die, baby.Hold me down, never lie, baby.If I call would you ride, baby?.Need you right by my side, baby.Show 'em how to ride or die, baby.Hold me down, never lie, baby..I don't give a damn what they say.She can never take my place.I know that I'ma ride or die baby can't you see?.Can't nobody, do it like me.I be the one that, be bringin' it back babe, I got what you want.Don't ever test me, I got your back daddy, just say what you want.All that I need, is you baby.I'll never leave, you baby..If I call would you ride, baby?.Need you right by my side, baby.Show 'em how to ride or die, baby.Hold me down, never lie, baby.If I call would you ride, baby?.Need you right by my side, baby.Show 'em how to ride or die, baby.Hold me down, never lie, baby.She can't take your spot, I won't let her try.Throw you hella guap, I keep you on top.Diamonds all she rock, diamonds in my watch.He run up, he get popped, watch his body drop.I’m juggin' of the block, she juggin' on the clock.Fuckin' around with my baby, you end up beheaded.Cruisin' in my Mercedes, baby, my seats is red.All headshots my nigga if you ain't get the message.I can't wait to put my hands on you baby.Let me show you all around the Zoo baby.I'm that nigga and you know it's true baby.You need me and I need you, baby..If I call would you ride, baby?.Need you right by my side, baby.Show 'em how to ride or die, baby.Hold me down, never lie, baby.If I call would you ride, baby?.Need you right by my side, baby.Show 'em how to ride or die, baby.Hold me down, never lie, baby",Ride Or Die
"Ay, yeaaaah.1738.Squad..Remy Boyz, my niggas ready and shit.Next car I pull out might be a Chevy and shit.Linguini, extra pasta, that’s spaghetti and shit.C-coming through with automatics gunning the shit.My squad a bunch of bosses, we are running the shit.R-Remy Boyz or nothing, what you saying and shit.Disrespect my squad, I’ma spray ‘em and shit.F-Fetty Wap got it, then she saying the shit.I got the shit on smash, I ain’t playing and shit.Look, I could sing or I could rap, that’s my advantage and shit.Look, watch how I show off front of them cameras and shit.Ay, I’ma act like I ain’t got no manners and shit.Cause I ain’t never had a fancy ‘rari and shit.Look, bitches coming fresh from off a island and shit.E-Every time I hear my name, I start to wylin’ and shit.Ay, rookie off the bench, now I’m starting the shit.Everything a nigga on, I start to scoring and shit.Chicago Bulls, in '96, I'm Jordan and shit.I told NittDaGritt that we gon get the millions and shit.And you a motherfucking lie if you ain’t feeling the shit, Squad!.I promised all my niggas we gon make it.4th and inches, we ain’t scared, we gon take it.W-Watch the look on all these niggas faces.C-Coming through in the foreign like we racing.I promised all my niggas we gon make it.4th and inches, we ain’t scared, we gon take it.W-Watch the look on all these niggas faces.C-Coming through in the foreign like we raciiiiing..Fetty Cash my gotdamn name.From the trap, ain’t a damn thing changed.B-Bought my mother that brand new range.Showed my son a brand new way.And for my sisters, I just bought an AK.Let it spray, let it spray, let it spraaaay.And grandpa, for you I pray.Rest in peace Grandpa Jay.Vanessa rain on me or my sister.Rest in peace, two million for my nieces.And they twins, that’s a mil a piece man.Before you take me, answer please.Answer my prayers for me.Every night before I sleep.From you I ask of thee, fulfill my every needs.Watch for my family, guide me across these streets.And when it’s said and done.I’ll give you all of me.I promised all my niggas we gon make it.4th and inches, we ain’t scared, we gon take it.W-Watch the look on all these niggas faces.C-Coming through in the foreign like we racing.I promised all my niggas we gon make it.4th and inches, we ain’t scared, we gon take it.W-Watch the look on all these niggas faces.C-Coming through in the foreign like we raciiiiing",Make It
"Ayy.Oooooohhh.Ayy, this my shit man.Yeah, baby, ayy, ayy..Stop callin' me, declining her call.And when she callin' me don't answer at all.And if I answer it I'm cuttin' her off.Tryna hang with me, that bitch tryna be my boss.Tryna bang with me, don't know my gang at all.If you ain't singin' with me, them niggas like ""oh my God"".Bitch you ain't sang to me, get kicked right out my car.They know I came with G's, broke niggas think they gon' rob.They know ZooGang with me.Turn off all these cameras please.Step up if you gon' bang at me.Just know I keep that thang on me.These guns extended magazines.Just tell 'em why you mad at me.You broke boy that's a tragedy.No wonder why they aggravated.Tryna come up, comin' after me, I swear that shit won't work.Get you done up, runnin' after G's, I swear this one gon' hurt.Move too slow, boy you can't box with me.I swear he popped a perc.You can tell you really envy me, I know his feeling's hurt.Ayy but baby I'm a grown man, I eat out my own hand.My niggas was hungry, I gave 'em they own pad.I pop up like ""oh shit"", then give 'em the whole clip.Find out who is so worth it, but man she on some ho shit.ZooGang niggas here baby, ayy.And ZooGang all I hear lately, ayy.Let the two bang if he did hear plenty, ayy.And please don't let 'em near me.I swear these niggas scary.Yeah baby!.Ayy, yeah.Ayy, yeah.Ayy, yeah.Yeeaaaah.I'm on the road, I'm fuckin' hoes.That's how it goes.And you know, how it go.With the Glo, we get dough.Yeahh, haha, ayy.Yeahhh baby, ayy.And you know, how it go.With the Glo, we get gold, baby, aye.Yeahh baby, ayy.Whoooo.And you know, how it go.With the Glo, we get gold.Yeahhh baby, ayy.Oooohhh.Whoooo (Zoovier!).Whoooo (1738!).Oooohhh.And you know, how it go.With the Glo, we get gold.Yeah, baby",Decline Freestyle
"Remy Boyz, yeah.1738, squad.Montana, Fetty Cash.Remy Boyz, haha, yeah..When you’re with him, I swear I’m always on your mind.I had to stop you, girl 'cause you were so damn fine.I know you’re with him now but soon you will be mine.If I could bring it back, I’ll probably press rewind.Rewind, rewind, rewind, rewind.Rewind, rewind baby, rewind, rewind, yeah.I know you’re with him now but soon you will be mine.If I could bring it back, I’ll probably press rewind..Hit the trap with a whole key.Blowing dope by the OZ.Behind tints moving lowkey.I think that you should know me.Yeah, I heard that you taken.I think that I can change it.The look on your face.And probably think I’m playing.Look how you love to hate him.Like your smile and your hairdo.Chop it up over here boo.Take the top off the convertible and show off your hairdo.The one I attend to, the one I am into.If I pull out the Bimmer, I’ma cop you the Benz coupe, baby.Cause we be all night, baby.Don’t turn off them lights, baby.I wanna see you fight, baby.I’ma make you mine, baby.Do that thing I like, baby.Eating you with ice, baby.Montana, Fetty Cash, and Dice, baby, yeah.When you’re with him, I swear I’m always on your mind.I had to stop you, girl 'cause you were so damn fine.I know you’re with him now but soon you will be mine.If I could bring it back, I’ll probably press rewind.Rewind, rewind, rewind, rewind.Rewind, rewind baby, rewind, rewind, yeah.I know you’re with him now but soon you will be mine.If I could bring it back, I’ll probably press rewind..I said love and loyalty, what do you call that?.We used to play fight, smoke weed and fall back.Even late night, whole freaks’ll call back.If I had a chance, I’d bring it all back.You could be Gina and I will be Martin.And you can be Gabrielle and I’ll be Dwyane Wade.I know you very well and we want the same thing.But, life ain’t a fairytale; my niggas gangbang.Just to be honest, I think she in college.If life was a VCR, I would rewind it.Take off your Vicky bra and let me inside it.I might get excited if I get invited.But, baby don’t fight it.Cause this is celebration every time we united.Just show me how you feel.Cause you ain’t gotta hide it.And you can take the wheel.If you know how to ride it, if you know how to ride it.When you’re with him, I swear I’m always on your mind.I had to stop you, girl 'cause you were so damn fine.I know you’re with him now but soon you will be mine.If I could bring it back, I’ll probably press rewind.Rewind, rewind, rewind, rewind.Rewind, rewind baby, rewind, rewind, yeah.I know you’re with him now but soon you will be mine.If I could bring it back, I’ll probably press rewind",Rewind
"When she hit my phone I'm comin' through tonight baby.When I pick you up hop in my coupe tonight baby.Don't fuck with him cause he don't do it right baby.Girl I got them bands, I heard his pockets light baby.It'll never end, girl we can spend all night baby.If you're wit it we can take a ride baby.We can ride into the morning, night, baby.Right after I hit it twice, yeahhh baby..Shorty all crazy that ass so fat.My fitted cocked lazy dressed in all black.Big ball swag baby we don't do prada.Belts be Chanel my shoes balenciaga.Young niggas winnin' we touchin' on papers.Stompin' on gators, stuntin' on haters.B-Big face spendin' wit thick waist women.Hats wit snakes in em my belts got H in em.Her pants all tight while that ass shake in it.She ride good dick like she got Jamaic-in  her.I like rude girls that like to do girls.A freak in the sheets she creep wit two girls.Remy Boyz, YNH, they know we here baby.Throw Wap on the track and he tell em yeah baby.Throw Wap on the track and he tell em yeah baby..When she hit my phone I'm comin' through tonight baby.When I pick you up hop in my coupe tonight baby.Don't fuck with him cause he don't do it right baby.Girl I got them bands, I heard his pockets light baby.It'll never end, girl we can spend all night baby.If you're wit it we can take a ride baby.We can ride into the morning, night, baby.Right after I hit it twice, yeahhh baby..Baby is you really tryin' to fuck or nah baby.Is you gonna hold this work or nah baby.You gon' show me how you twerk or nah baby.Is that nigga tryin' to lurk or nah baby.Tryin' to get that nigga murked or nah baby.Pull this 40 out and burst or nah baby.Hollow tips will leave em hurt or nah baby.Let me put you in the fur or nah baby.Put the top down and skirrt or nah baby.While I'm liftin' up your skirt or nah baby.You know Zoovier I'ma flirt or nah baby.I can hit it from behind baby.Cause you know I got them bands baby.Zoowap I'm the fucking man! Yeahhh baby!.When she hit my phone I'm comin' through tonight baby.When I pick you up hop in my coupe tonight baby.Don't fuck with him cause he don't do it right baby.Girl I got them bands, I heard his pockets light baby.It'll never end, girl we can spend all night baby.If you're wit it we can take a ride baby.We can ride into the morning, night, baby.Right after I hit it twice, yeahhh baby",PARTY GIRL
"Fly me to the moon.Let me play among the stars.And let me see what spring is like.On a-Jupiter and Mars.In other words, hold my hand.In other words, baby, kiss me..Fill my heart with song.And let me sing forevermore.You are all I long for.All I worship and adore.In other words, please be true.In other words, I love you...Fill my heart with song.Let me sing forevermore.You are all I long for.All I worship and adore.In other words, please be true.In other words, in other words.I love you",Fly Me to the Moon
"And now, the end is near.And so I face the final curtain.My friend, I'll say it clear.I'll state my case, of which I'm certain.I've lived a life that's full.I traveled each and every highway.And more, much more than this.I did it my way..Regrets, I've had a few.But then again, too few to mention.I did what I had to do.And saw it through without exemption.I planned each charted course.Each careful step along the byway.And more, much more than this.I did it my way..Yes, there were times, I'm sure you knew.When I bit off more than I could chew.But through it all, when there was doubt.I ate it up and spit it out.I faced it all, and I stood tall.And did it my way.I've loved, I've laughed and cried.I've had my fill, my share of losing.And now, as tears subside.I find it all so amusing.To think I did all that.And may I say, not in a shy way.Oh, no, oh, no, not me.I did it my way..For what is a man, what has he got?.If not himself, then he has naught.To say the things he truly feels.And not the words of one who kneels.The record shows I took the blows.And did it my way..Yes, it was my way",My Way
"That's life (That's life), that's what all the people say.You're riding high in April, shot down in May.But I know I'm gonna change that tune.When I'm back on top, back on top in June.I said, that's life (That's life), and as funny as it may seem.Some people get their kicks, stompin' on a dream.But I don't let it, let it get me down.'Cause this fine old world it keeps spinning around..I've been a puppet, a pauper, a pirate, a poet, a pawn and a king.I've been up and down and over and out, and I know one thing.Each time I find myself flat on my face.I pick myself up and get back in the race..That's life (That's life), I tell ya, I can't deny it.I thought of quitting, baby.But my heart just ain't gonna buy it.And if I didn't think it was worth one single try.I'd jump right on a big bird and then I'd fly..I've been a puppet, a pauper, a pirate, a poet, a pawn and a king.I've been up and down and over and out, and I know one thing.Each time I find myself laying flat on my face.I just pick myself up and get back in the race.That's life (That's life), that's life and I can't deny it.Many times I thought of cutting out but my heart won't buy it.But if there's nothing shaking come this here July.I'm gonna roll myself up in a big ball and die.My, my",That’s Life
"Start spreading the news, I'm leaving today.I want to be a part of it: New York, New York.These vagabond shoes, are longing to stray.Right through the very heart of it: New York, New York..I wanna wake up in a city that doesn't sleep.And find I'm king of the hill, top of the heap..These little town blues, are melting away.I'll make a brand new start of it in old New York..If I can make it there, I'll make it anywhere.It's up to you, New York, New York..New York, New York.I want to wake up in a city that never sleeps.And find I'm a number one, top of the list.King of the hill, a number one..These little town blues, oh, are melting away.I'm gonna make a brand new start of it in old New York.And if I can make it there, I'm gonna make it anywhere.It's up to you, New York, New York","New York, New York"
